OrderID,Region,Category,OrderValue,Units,OrderDate
29212,Northeast,Home,1835.29,5,2025-09-03
29213,Central,Beauty & Personal Care,1282.75,5,2025-10-26
29214,North,Sports & Fitness,480.69,1,2025-11-11
29215,Central,Electronics,3460.9,1,2025-09-20
29216,Central,Home,7783.89,2,2025-10-06
29217,East,Toys & Games,422.76,3,2025-09-22
29218,South,Pharmacy,3738.56,4,2025-11-14
29219,Northeast,Toys & Games,473.74,3,2025-10-17
29220,Northeast,Stationery & Books,482.61,1,2025-09-28
29221,Central,Beauty & Personal Care,208.55,1,2025-10-16
29222,North,Beauty & Personal Care,6394.41,1,2025-11-01
29223,Central,Apparel,726.02,3,2025-10-31
29224,North,Sports & Fitness,492.5,3,2025-09-26
29225,South,Stationery & Books,7145.82,1,2025-10-21
29226,East,Groceries,5027.52,3,2025-10-24
29227,East,Toys & Games,7518.11,4,2025-09-11
29228,West,Beauty & Personal Care,4688.55,2,2025-10-15
29229,North,Pharmacy,5375.37,2,2025-10-19
29230,North,Stationery & Books,2626.08,5,2025-09-25
29231,Central,Pharmacy,4062.5,2,2025-10-07
29232,South,Pharmacy,107.59,3,2025-10-02
29233,East,Sports & Fitness,908.48,5,2025-09-13
29234,West,Toys & Games,410.99,5,2025-11-25
29235,Northeast,Beauty & Personal Care,6953.25,4,2025-09-05
29236,East,Beauty & Personal Care,7467.75,4,2025-11-23
29237,Northeast,Apparel,179.57,2,2025-10-09
29238,Central,Beauty & Personal Care,1767.89,4,2025-10-16
29239,South,Beauty & Personal Care,3088.8,4,2025-10-17
29240,East,Sports & Fitness,426.46,1,2025-09-10
29241,South,Pharmacy,200.38,3,2025-11-15
29242,West,Beauty & Personal Care,5916.83,3,2025-09-19
29243,Central,Groceries,7362.12,5,2025-10-04
29244,Northeast,Apparel,7801.91,5,2025-11-02
29245,East,Stationery & Books,1331.87,2,2025-09-28
29246,Central,Beauty & Personal Care,6329.46,2,2025-11-23
29247,East,Beauty & Personal Care,2089.21,5,2025-10-12
29248,Central,Electronics,137.13,3,2025-09-27
29249,East,Toys & Games,4940.62,3,2025-11-12
29250,East,Home,3754.14,3,2025-10-16
29251,Northeast,Electronics,5944.61,3,2025-09-11
29252,Central,Pharmacy,6587.14,1,2025-11-17
29253,Central,Electronics,133.13,1,2025-11-06
29254,East,Sports & Fitness,6804.19,5,2025-11-28
29255,North,Apparel,5797.22,3,2025-10-04
29256,Northeast,Groceries,355.51,1,2025-09-19
29257,West,Groceries,3533.62,2,2025-10-09
29258,East,Apparel,7318.92,1,2025-09-03
29259,East,Pharmacy,732.12,2,2025-10-25
29260,South,Stationery & Books,5568.81,4,2025-11-23
29261,South,Pharmacy,3302.67,4,2025-10-06
29262,South,Beauty & Personal Care,2795.02,1,2025-11-18
29263,West,Toys & Games,6454.67,4,2025-09-07
29264,East,Sports & Fitness,479.07,4,2025-11-01
29265,North,Home,1363.62,5,2025-11-19
29266,West,Pet Supplies,2467.53,5,2025-11-01
29267,Central,Electronics,99.24,3,2025-10-10
29268,East,Beauty & Personal Care,2747.62,5,2025-09-22
29269,South,Home,2828.89,3,2025-09-22
29270,Northeast,Beauty & Personal Care,325.68,3,2025-11-22
29271,North,Stationery & Books,6403.64,3,2025-10-04
29272,South,Home,6978.91,1,2025-11-14
29273,Central,Stationery & Books,3333.88,2,2025-10-17
29274,South,Home,4286.46,3,2025-10-09
29275,North,Toys & Games,532.05,3,2025-11-22
29276,Northeast,Apparel,1606.49,1,2025-10-03
29277,Northeast,Toys & Games,259.45,2,2025-10-04
29278,East,Apparel,1270.04,1,2025-11-07
29279,North,Home,194.85,3,2025-09-07
29280,West,Groceries,672.6,5,2025-10-01
29281,South,Stationery & Books,7713.09,1,2025-10-11
29282,Northeast,Pharmacy,6560.4,1,2025-11-15
29283,North,Toys & Games,4614.9,3,2025-09-25
29284,Northeast,Pet Supplies,6644.34,3,2025-11-30
29285,North,Sports & Fitness,7191.89,4,2025-10-22
29286,South,Home,382.05,2,2025-09-14
29287,North,Sports & Fitness,3251.22,1,2025-09-30
29288,East,Home,593.44,1,2025-10-24
29289,North,Sports & Fitness,345.97,5,2025-09-18
29290,Northeast,Stationery & Books,7696.09,3,2025-11-22
29291,North,Pet Supplies,2650.05,1,2025-11-29
29292,North,Sports & Fitness,223.39,5,2025-11-03
29293,Northeast,Pharmacy,7291.38,5,2025-10-17
29294,West,Pet Supplies,2421.87,3,2025-10-01
29295,North,Pharmacy,1640.03,1,2025-09-10
29296,West,Home,1859.88,4,2025-10-25
29297,North,Beauty & Personal Care,6183.15,3,2025-10-29
29298,South,Groceries,5937.89,2,2025-10-26
29299,Central,Electronics,450.07,4,2025-09-25
29300,South,Pet Supplies,171.41,4,2025-09-30
29301,North,Pharmacy,433.37,1,2025-10-14
29302,Central,Pet Supplies,2537.07,1,2025-09-13
29303,West,Beauty & Personal Care,4909.41,2,2025-11-29
29304,West,Stationery & Books,1705.95,1,2025-10-20
29305,South,Beauty & Personal Care,3820.9,3,2025-11-10
29306,Central,Apparel,6801.02,4,2025-09-22
29307,South,Apparel,471.39,4,2025-11-06
29308,East,Beauty & Personal Care,5464.68,5,2025-09-14
29309,South,Toys & Games,5158.75,3,2025-10-30
29310,Northeast,Sports & Fitness,1891.83,4,2025-10-12
29311,South,Groceries,972.67,1,2025-11-01
29312,Northeast,Apparel,5951.33,1,2025-10-15
29313,West,Toys & Games,6222.01,5,2025-10-22
29314,West,Apparel,4530.77,4,2025-09-19
29315,East,Groceries,3437.58,5,2025-09-13
29316,Central,Toys & Games,3263.03,1,2025-10-17
29317,Central,Pet Supplies,954.5,4,2025-10-07
29318,Central,Beauty & Personal Care,266.65,5,2025-10-25
29319,West,Toys & Games,3723.77,4,2025-09-02
29320,East,Stationery & Books,1626.24,4,2025-11-24
29321,West,Groceries,232.47,4,2025-10-19
29322,East,Groceries,2280.4,1,2025-11-29
29323,Northeast,Home,75.68,5,2025-09-09
29324,North,Apparel,1755.34,3,2025-09-23
29325,East,Pet Supplies,6610.24,3,2025-11-11
29326,North,Toys & Games,186.1,3,2025-10-20
29327,North,Stationery & Books,4121.86,4,2025-11-08
29328,Northeast,Stationery & Books,158.58,4,2025-10-17
29329,North,Pet Supplies,3009.3,2,2025-10-08
29330,Central,Stationery & Books,6732.03,2,2025-09-26
29331,East,Stationery & Books,5091.2,2,2025-10-05
29332,East,Home,7020.89,2,2025-10-27
29333,West,Pharmacy,1576.43,5,2025-10-08
29334,East,Home,6955.88,5,2025-10-28
29335,East,Home,105.75,2,2025-11-17
29336,North,Electronics,5560.67,4,2025-09-03
29337,West,Home,5823.58,4,2025-11-14
29338,Northeast,Beauty & Personal Care,5079.73,1,2025-11-14
29339,North,Toys & Games,3591.28,2,2025-10-04
29340,Northeast,Pharmacy,6911.3,4,2025-11-25
29341,North,Home,2284.59,4,2025-10-23
29342,North,Groceries,337.0,4,2025-11-19
29343,South,Pet Supplies,4753.02,1,2025-09-22
29344,North,Pet Supplies,414.25,5,2025-10-03
29345,Central,Sports & Fitness,4744.36,3,2025-11-08
29346,Northeast,Electronics,441.35,3,2025-09-20
29347,East,Sports & Fitness,4122.36,4,2025-09-16
29348,Northeast,Home,5925.7,5,2025-10-13
29349,South,Electronics,320.98,2,2025-11-10
29350,Northeast,Sports & Fitness,5488.49,4,2025-09-28
29351,North,Home,5860.48,5,2025-09-04
29352,North,Groceries,1493.22,4,2025-10-07
29353,East,Beauty & Personal Care,527.69,4,2025-10-11
29354,Central,Home,6855.49,5,2025-09-09
29355,North,Apparel,7179.44,2,2025-10-27
29356,Central,Groceries,6563.39,3,2025-09-02
29357,East,Pharmacy,2548.44,1,2025-10-22
29358,Central,Electronics,6581.47,3,2025-10-14
29359,Northeast,Pet Supplies,5202.33,5,2025-09-19
29360,Central,Groceries,5964.76,1,2025-09-08
29361,East,Pet Supplies,1795.87,3,2025-09-04
29362,East,Pet Supplies,6814.91,3,2025-11-28
29363,East,Electronics,4406.29,3,2025-11-08
29364,South,Stationery & Books,2885.59,2,2025-10-28
29365,West,Pet Supplies,452.49,3,2025-11-07
29366,South,Stationery & Books,166.39,3,2025-09-26
29367,Northeast,Stationery & Books,4281.65,5,2025-11-25
29368,West,Pet Supplies,4035.62,5,2025-09-06
29369,North,Pharmacy,5562.53,4,2025-11-23
29370,West,Beauty & Personal Care,469.3,3,2025-11-02
29371,North,Sports & Fitness,5090.75,2,2025-11-10
29372,Central,Pet Supplies,4648.42,5,2025-10-13
29373,West,Electronics,6972.89,4,2025-10-21
29374,East,Apparel,2358.17,1,2025-09-28
29375,West,Toys & Games,1099.14,3,2025-11-06
29376,North,Toys & Games,2217.02,3,2025-11-22
29377,Northeast,Beauty & Personal Care,6269.51,5,2025-10-10
29378,Central,Groceries,6105.12,3,2025-10-13
29379,Central,Home,387.05,5,2025-10-26
29380,South,Pet Supplies,1603.75,4,2025-11-01
29381,South,Pharmacy,5261.33,2,2025-09-29
29382,Central,Pet Supplies,301.58,2,2025-09-28
29383,East,Home,7058.09,1,2025-11-22
29384,Northeast,Sports & Fitness,1247.79,5,2025-10-27
29385,East,Groceries,7035.64,1,2025-09-18
29386,North,Stationery & Books,339.37,3,2025-09-13
29387,North,Groceries,455.24,1,2025-10-13
29388,South,Groceries,4479.35,2,2025-09-19
29389,South,Electronics,6711.33,1,2025-10-14
29390,South,Stationery & Books,3933.67,1,2025-09-12
29391,West,Beauty & Personal Care,3398.55,1,2025-09-01
29392,South,Beauty & Personal Care,2305.82,5,2025-10-18
29393,North,Beauty & Personal Care,2362.85,5,2025-11-24
29394,Central,Pet Supplies,3066.18,5,2025-09-16
29395,North,Apparel,7550.65,2,2025-11-27
29396,South,Apparel,66.02,3,2025-11-02
29397,North,Sports & Fitness,5089.84,4,2025-09-02
29398,North,Toys & Games,230.24,1,2025-11-19
29399,Northeast,Toys & Games,453.31,3,2025-10-20
29400,East,Electronics,5657.97,1,2025-11-21
29401,Northeast,Pharmacy,5411.01,1,2025-11-23
29402,North,Beauty & Personal Care,7795.79,3,2025-10-31
29403,West,Pharmacy,744.64,4,2025-10-03
29404,North,Home,7482.61,1,2025-10-01
29405,West,Groceries,1511.67,3,2025-09-02
29406,Central,Home,4757.49,1,2025-10-18
29407,Central,Beauty & Personal Care,4628.18,4,2025-09-05
29408,West,Groceries,113.57,2,2025-09-13
29409,East,Pet Supplies,2328.06,1,2025-11-10
29410,Northeast,Apparel,2058.35,3,2025-11-13
29411,North,Home,4284.18,2,2025-10-04
29412,Central,Beauty & Personal Care,423.87,1,2025-10-02
29413,Central,Beauty & Personal Care,85.84,3,2025-11-29
29414,Northeast,Beauty & Personal Care,6624.8,2,2025-10-31
29415,South,Groceries,7602.92,4,2025-10-21
29416,North,Groceries,485.43,3,2025-10-14
29417,North,Pet Supplies,441.08,1,2025-09-20
29418,West,Pet Supplies,2775.6,5,2025-09-24
29419,South,Beauty & Personal Care,464.79,1,2025-11-18
29420,West,Sports & Fitness,284.81,1,2025-10-10
29421,North,Apparel,4389.63,4,2025-10-30
29422,Central,Sports & Fitness,5149.31,3,2025-11-09
29423,North,Apparel,373.88,3,2025-10-27
29424,West,Toys & Games,4579.26,4,2025-09-20
29425,South,Pharmacy,2573.06,4,2025-11-12
29426,West,Sports & Fitness,384.32,5,2025-10-28
29427,North,Sports & Fitness,7083.37,1,2025-10-21
29428,Northeast,Toys & Games,4313.52,3,2025-10-08
29429,West,Home,494.08,1,2025-10-20
29430,Central,Pharmacy,870.49,3,2025-11-28
29431,West,Toys & Games,1188.35,2,2025-09-18
29432,Central,Groceries,1783.25,3,2025-10-05
29433,Northeast,Sports & Fitness,349.22,1,2025-09-30
29434,North,Electronics,5145.43,4,2025-10-19
29435,Central,Pharmacy,6335.86,3,2025-10-12
29436,North,Stationery & Books,2589.65,3,2025-09-19
29437,Northeast,Apparel,490.74,1,2025-09-24
29438,East,Electronics,359.89,1,2025-10-30
29439,West,Pet Supplies,4997.79,3,2025-10-18
29440,North,Beauty & Personal Care,83.89,2,2025-10-16
29441,South,Groceries,2628.92,3,2025-09-12
29442,East,Groceries,4726.59,3,2025-11-08
29443,North,Beauty & Personal Care,631.95,3,2025-10-27
29444,Central,Home,5490.42,3,2025-10-06
29445,West,Apparel,2566.36,5,2025-11-10
29446,North,Stationery & Books,414.76,2,2025-11-15
29447,Central,Stationery & Books,3829.47,5,2025-11-27
29448,South,Apparel,2177.79,5,2025-10-17
29449,South,Sports & Fitness,6108.62,1,2025-10-21
29450,South,Electronics,5650.6,1,2025-09-29
29451,South,Toys & Games,6583.11,3,2025-10-17
29452,Northeast,Home,457.22,5,2025-09-06
29453,West,Pet Supplies,887.57,3,2025-11-24
29454,Central,Groceries,2126.18,5,2025-10-20
29455,East,Pet Supplies,1941.57,3,2025-11-07
29456,Northeast,Beauty & Personal Care,7795.8,3,2025-09-01
29457,South,Pet Supplies,5230.66,5,2025-11-05
29458,Northeast,Beauty & Personal Care,385.89,3,2025-11-11
29459,East,Groceries,6694.16,4,2025-10-16
29460,Northeast,Sports & Fitness,229.27,5,2025-10-03
29461,North,Beauty & Personal Care,259.37,4,2025-10-21
29462,East,Electronics,4697.66,1,2025-09-20
29463,East,Electronics,372.55,3,2025-09-14
29464,North,Apparel,115.84,1,2025-11-28
29465,East,Electronics,5664.03,2,2025-09-19
29466,Northeast,Stationery & Books,878.44,3,2025-09-27
29467,Northeast,Apparel,1144.74,2,2025-09-08
29468,Central,Home,246.73,5,2025-10-28
29469,East,Electronics,233.86,5,2025-09-21
29470,East,Pharmacy,1097.73,5,2025-11-09
29471,East,Stationery & Books,354.76,4,2025-10-23
29472,North,Apparel,5916.55,4,2025-10-26
29473,West,Stationery & Books,1537.11,5,2025-10-27
29474,Central,Sports & Fitness,186.44,2,2025-11-13
29475,East,Stationery & Books,4080.79,2,2025-11-28
29476,North,Apparel,4280.64,5,2025-11-16
29477,South,Apparel,6764.9,3,2025-10-20
29478,Northeast,Beauty & Personal Care,1106.74,1,2025-09-24
29479,Central,Pharmacy,353.43,5,2025-09-11
29480,East,Groceries,1710.79,4,2025-09-29
29481,Northeast,Beauty & Personal Care,4185.44,3,2025-09-28
29482,Northeast,Pet Supplies,2252.92,5,2025-11-12
29483,East,Beauty & Personal Care,5573.47,4,2025-09-20
29484,North,Home,2944.26,5,2025-10-17
29485,Central,Sports & Fitness,3815.97,1,2025-09-24
29486,Central,Toys & Games,2513.37,1,2025-11-27
29487,South,Toys & Games,6570.69,1,2025-11-26
29488,South,Electronics,5975.73,4,2025-09-25
29489,North,Sports & Fitness,238.38,3,2025-10-29
29490,Central,Beauty & Personal Care,1116.0,1,2025-10-01
29491,East,Home,4763.5,2,2025-09-02
29492,East,Home,6692.89,1,2025-09-14
29493,North,Pharmacy,7327.45,1,2025-09-30
29494,North,Apparel,1217.36,2,2025-09-09
29495,East,Home,6874.05,4,2025-10-14
29496,West,Pharmacy,417.96,2,2025-10-28
29497,East,Stationery & Books,5753.69,5,2025-11-16
29498,South,Electronics,876.02,4,2025-11-04
29499,East,Pet Supplies,1234.83,2,2025-10-12
29500,East,Pharmacy,485.25,5,2025-10-10
29501,West,Electronics,2861.87,2,2025-10-28
29502,North,Home,282.17,4,2025-11-08
29503,Central,Home,405.96,3,2025-10-02
29504,Northeast,Electronics,252.04,5,2025-10-20
29505,South,Beauty & Personal Care,3130.82,5,2025-09-09
29506,East,Groceries,3184.2,1,2025-10-05
29507,Northeast,Apparel,735.26,3,2025-11-25
29508,North,Beauty & Personal Care,601.33,3,2025-11-26
29509,East,Beauty & Personal Care,5105.44,1,2025-10-26
29510,East,Groceries,4559.6,1,2025-10-04
29511,West,Sports & Fitness,3790.03,3,2025-11-16
29512,West,Electronics,440.31,1,2025-11-12
29513,Central,Sports & Fitness,456.52,3,2025-11-17
29514,East,Groceries,114.04,3,2025-09-20
29515,North,Electronics,5671.4,2,2025-10-11
29516,West,Apparel,426.13,5,2025-10-20
29517,East,Toys & Games,6222.3,1,2025-11-22
29518,Northeast,Toys & Games,335.75,1,2025-11-21
29519,South,Electronics,4549.05,3,2025-10-27
29520,Northeast,Electronics,2887.9,3,2025-11-04
29521,West,Electronics,7803.98,4,2025-10-26
29522,North,Groceries,7931.74,1,2025-11-21
29523,Central,Pet Supplies,5868.74,3,2025-10-22
29524,North,Apparel,636.28,3,2025-11-03
29525,Northeast,Electronics,165.68,1,2025-11-27
29526,West,Stationery & Books,2897.42,1,2025-11-23
29527,West,Toys & Games,167.64,1,2025-11-13
29528,West,Toys & Games,243.78,2,2025-11-04
29529,Central,Apparel,715.94,3,2025-09-28
29530,Northeast,Groceries,2490.57,1,2025-09-30
29531,East,Sports & Fitness,6821.87,3,2025-09-26
29532,West,Groceries,4541.62,1,2025-09-24
29533,Central,Sports & Fitness,74.41,4,2025-09-26
29534,South,Pet Supplies,459.77,1,2025-10-31
29535,Central,Pharmacy,305.11,5,2025-09-30
29536,West,Sports & Fitness,1199.14,1,2025-09-27
29537,Central,Pet Supplies,279.76,2,2025-11-20
29538,West,Home,7447.94,4,2025-11-11
29539,Northeast,Pet Supplies,625.96,2,2025-11-11
29540,East,Pet Supplies,4697.43,1,2025-10-31
29541,Central,Home,4680.84,5,2025-11-23
29542,Northeast,Stationery & Books,6986.93,1,2025-09-04
29543,Northeast,Electronics,374.44,5,2025-11-08
29544,Northeast,Home,7519.78,1,2025-09-05
29545,Central,Groceries,7182.41,1,2025-10-03
29546,North,Stationery & Books,228.74,3,2025-09-26
29547,North,Beauty & Personal Care,7427.4,2,2025-10-30
29548,West,Beauty & Personal Care,3937.26,3,2025-10-18
29549,North,Toys & Games,7049.49,4,2025-09-18
29550,West,Sports & Fitness,5654.42,1,2025-09-03
29551,South,Toys & Games,489.88,5,2025-09-13
29552,West,Stationery & Books,200.19,4,2025-11-06
29553,Central,Toys & Games,4523.16,4,2025-11-27
29554,East,Pharmacy,7600.26,2,2025-09-29
29555,Central,Toys & Games,2149.9,5,2025-10-31
29556,East,Stationery & Books,4626.34,2,2025-09-25
29557,Central,Groceries,2563.24,4,2025-09-22
29558,Central,Apparel,4521.19,3,2025-09-25
29559,East,Electronics,236.46,4,2025-11-26
29560,East,Home,4458.95,5,2025-09-11
29561,West,Stationery & Books,3066.02,1,2025-09-10
29562,West,Toys & Games,6264.33,1,2025-11-18
29563,East,Sports & Fitness,2528.43,3,2025-09-21
29564,Northeast,Apparel,732.05,3,2025-11-01
29565,East,Electronics,519.41,1,2025-10-30
29566,West,Apparel,2676.14,1,2025-10-23
29567,North,Home,2640.23,5,2025-10-30
29568,South,Pharmacy,7229.61,5,2025-11-02
29569,South,Stationery & Books,273.71,5,2025-11-03
29570,Central,Groceries,3307.89,5,2025-11-03
29571,East,Apparel,2862.22,3,2025-11-12
29572,West,Beauty & Personal Care,2431.78,2,2025-09-21
29573,West,Home,346.82,4,2025-11-16
29574,East,Groceries,6038.97,2,2025-09-29
29575,Northeast,Electronics,365.81,1,2025-09-14
29576,East,Groceries,2818.49,2,2025-11-16
29577,West,Sports & Fitness,7682.1,5,2025-11-09
29578,West,Stationery & Books,2674.58,2,2025-09-16
29579,South,Electronics,6515.65,2,2025-10-28
29580,West,Apparel,7582.64,1,2025-09-25
29581,Northeast,Groceries,316.54,2,2025-11-29
29582,South,Stationery & Books,4460.36,1,2025-09-27
29583,North,Pharmacy,285.79,5,2025-09-22
29584,South,Toys & Games,341.88,4,2025-11-02
29585,Northeast,Apparel,54.25,2,2025-11-01
29586,East,Pharmacy,4560.44,2,2025-10-04
29587,South,Groceries,6780.03,3,2025-11-25
29588,South,Stationery & Books,454.51,1,2025-11-06
29589,East,Sports & Fitness,3392.8,2,2025-11-18
29590,South,Pet Supplies,1883.73,5,2025-11-25
29591,West,Stationery & Books,4315.0,1,2025-11-24
29592,South,Sports & Fitness,4399.12,4,2025-09-10
29593,Central,Pharmacy,607.32,5,2025-09-23
29594,South,Beauty & Personal Care,3645.23,2,2025-09-01
29595,West,Electronics,2116.64,4,2025-09-14
29596,West,Apparel,4342.66,3,2025-10-23
29597,South,Pet Supplies,2568.98,2,2025-09-13
29598,East,Home,426.57,1,2025-09-21
29599,South,Electronics,491.33,1,2025-10-25
29600,East,Home,870.67,5,2025-10-14
29601,Northeast,Home,62.75,2,2025-11-23
29602,North,Sports & Fitness,379.18,5,2025-11-11
29603,North,Apparel,4516.01,5,2025-11-03
29604,Central,Groceries,468.22,2,2025-09-25
29605,South,Stationery & Books,656.49,1,2025-11-24
29606,Northeast,Sports & Fitness,130.18,2,2025-09-03
29607,South,Pharmacy,5565.9,3,2025-11-10
29608,Central,Stationery & Books,4442.44,3,2025-11-02
29609,North,Pharmacy,107.64,4,2025-09-22
29610,Central,Apparel,7172.03,2,2025-09-19
29611,Central,Sports & Fitness,2537.29,4,2025-11-20
29612,East,Pet Supplies,190.39,1,2025-10-30
29613,West,Stationery & Books,6426.82,3,2025-11-08
29614,North,Sports & Fitness,1755.75,3,2025-11-26
29615,Northeast,Groceries,2581.15,1,2025-11-13
29616,North,Pet Supplies,82.21,2,2025-10-10
29617,South,Groceries,6048.1,2,2025-11-14
29618,Northeast,Toys & Games,73.61,5,2025-11-22
29619,North,Groceries,7446.2,2,2025-10-29
29620,Central,Pet Supplies,3655.76,4,2025-09-19
29621,South,Pharmacy,1586.21,3,2025-09-11
29622,North,Pharmacy,4905.41,5,2025-10-30
29623,South,Pharmacy,4929.63,1,2025-09-12
29624,West,Pharmacy,130.93,2,2025-11-01
29625,West,Pharmacy,802.77,4,2025-10-05
29626,Northeast,Pharmacy,410.32,5,2025-09-30
29627,South,Apparel,5273.44,2,2025-09-26
29628,West,Beauty & Personal Care,6606.29,1,2025-09-17
29629,Central,Beauty & Personal Care,120.79,5,2025-09-21
29630,Central,Electronics,228.57,1,2025-11-14
29631,West,Toys & Games,7468.97,2,2025-09-10
29632,North,Toys & Games,7391.15,1,2025-11-12
29633,South,Pet Supplies,7581.51,4,2025-10-28
29634,West,Toys & Games,246.16,5,2025-11-07
29635,Central,Electronics,1901.18,2,2025-11-24
29636,East,Home,438.79,3,2025-11-21
29637,South,Electronics,5136.25,3,2025-11-29
29638,South,Apparel,7863.05,4,2025-09-16
29639,South,Stationery & Books,1486.05,4,2025-10-05
29640,West,Electronics,5901.64,1,2025-11-07
29641,North,Apparel,5879.92,3,2025-09-17
29642,Central,Pet Supplies,3849.23,3,2025-09-16
29643,North,Groceries,187.45,1,2025-10-16
29644,West,Pharmacy,2641.09,1,2025-09-25
29645,North,Pet Supplies,2282.44,5,2025-09-29
29646,Northeast,Apparel,7313.98,3,2025-10-30
29647,West,Toys & Games,2251.81,3,2025-09-21
29648,West,Apparel,6301.59,5,2025-11-25
29649,South,Apparel,2455.51,2,2025-11-30
29650,Northeast,Toys & Games,7732.09,3,2025-10-18
29651,West,Sports & Fitness,5118.5,2,2025-10-08
29652,East,Groceries,209.2,5,2025-09-29
29653,Northeast,Pet Supplies,4519.73,1,2025-11-01
29654,South,Electronics,62.56,3,2025-10-29
29655,South,Toys & Games,272.08,4,2025-11-23
29656,Central,Home,5755.48,4,2025-09-13
29657,Central,Groceries,807.79,5,2025-10-15
29658,North,Groceries,4184.16,5,2025-11-28
29659,North,Pharmacy,2182.61,5,2025-10-24
29660,Northeast,Toys & Games,148.53,2,2025-11-18
29661,Northeast,Groceries,4589.46,2,2025-10-20
29662,East,Sports & Fitness,5493.04,4,2025-11-19
29663,North,Home,489.08,1,2025-10-27
29664,South,Groceries,1726.79,5,2025-11-22
29665,South,Electronics,3653.03,3,2025-09-15
29666,South,Sports & Fitness,60.43,3,2025-09-17
29667,Northeast,Stationery & Books,1354.17,1,2025-11-14
29668,East,Stationery & Books,4491.82,2,2025-10-07
29669,Northeast,Pet Supplies,6116.23,4,2025-09-25
29670,Central,Electronics,3674.86,5,2025-11-18
29671,Northeast,Electronics,97.9,4,2025-09-25
29672,South,Beauty & Personal Care,7898.76,3,2025-10-03
29673,North,Groceries,6559.21,2,2025-09-30
29674,Northeast,Toys & Games,4178.9,5,2025-11-21
29675,Northeast,Apparel,672.4,3,2025-10-23
29676,East,Sports & Fitness,291.12,4,2025-09-21
29677,West,Groceries,398.07,5,2025-10-12
29678,Northeast,Sports & Fitness,381.4,2,2025-11-26
29679,Northeast,Electronics,2452.53,4,2025-10-17
29680,North,Sports & Fitness,5360.02,1,2025-11-10
29681,Central,Stationery & Books,6909.78,4,2025-10-11
29682,West,Pet Supplies,4850.15,5,2025-11-26
29683,West,Stationery & Books,259.71,2,2025-09-28
29684,Central,Apparel,7335.05,4,2025-11-28
29685,West,Pharmacy,2473.27,5,2025-11-28
29686,East,Home,6475.51,2,2025-10-14
29687,Central,Apparel,7047.19,1,2025-11-19
29688,Northeast,Apparel,219.42,2,2025-11-12
29689,Northeast,Stationery & Books,1668.17,4,2025-11-09
29690,Central,Pet Supplies,7875.11,2,2025-09-27
29691,Northeast,Home,401.5,2,2025-10-03
29692,South,Groceries,4947.62,4,2025-11-26
29693,West,Home,384.27,5,2025-10-04
29694,East,Pharmacy,390.79,2,2025-10-27
29695,South,Home,423.36,5,2025-09-27
29696,Central,Electronics,468.08,3,2025-10-23
29697,South,Beauty & Personal Care,3542.62,2,2025-09-29
29698,West,Beauty & Personal Care,6315.83,1,2025-10-16
29699,West,Toys & Games,323.72,2,2025-11-26
29700,South,Apparel,5175.28,1,2025-10-11
29701,West,Home,4908.11,5,2025-11-02
29702,Northeast,Groceries,7983.71,2,2025-11-25
29703,Central,Toys & Games,2128.95,3,2025-10-11
29704,East,Apparel,6281.69,2,2025-09-15
29705,West,Apparel,3357.96,4,2025-11-23
29706,North,Electronics,5101.13,4,2025-09-02
29707,North,Toys & Games,126.07,2,2025-09-17
29708,Northeast,Stationery & Books,4344.8,5,2025-10-24
29709,North,Sports & Fitness,3080.58,5,2025-11-15
29710,North,Beauty & Personal Care,2198.9,3,2025-09-14
29711,East,Apparel,2178.92,5,2025-10-27
29712,Central,Pharmacy,1122.38,4,2025-10-05
29713,West,Groceries,208.88,4,2025-11-02
29714,East,Electronics,4588.53,3,2025-11-25
29715,Central,Electronics,3639.09,1,2025-10-20
29716,Central,Groceries,5805.17,5,2025-10-19
29717,West,Electronics,5030.75,3,2025-10-27
29718,South,Pet Supplies,4888.35,5,2025-10-25
29719,West,Electronics,6618.36,5,2025-10-31
29720,North,Toys & Games,800.52,1,2025-10-16
29721,Northeast,Home,2790.5,4,2025-09-13
29722,East,Home,474.4,4,2025-10-23
29723,North,Beauty & Personal Care,1434.46,2,2025-09-15
29724,Northeast,Sports & Fitness,889.0,3,2025-09-18
29725,South,Toys & Games,61.43,2,2025-11-05
29726,North,Toys & Games,364.42,2,2025-11-29
29727,South,Apparel,269.2,2,2025-09-03
29728,Central,Toys & Games,429.78,4,2025-09-14
29729,North,Stationery & Books,5417.75,3,2025-10-02
29730,West,Electronics,526.23,2,2025-10-19
29731,East,Electronics,7032.51,4,2025-11-03
29732,Northeast,Toys & Games,1281.82,2,2025-10-05
29733,Central,Electronics,4813.41,4,2025-10-25
29734,East,Stationery & Books,5500.38,1,2025-09-17
29735,Northeast,Home,955.66,3,2025-09-08
29736,East,Sports & Fitness,7039.43,3,2025-11-18
29737,East,Groceries,58.13,1,2025-11-06
29738,East,Toys & Games,1546.33,2,2025-09-25
29739,West,Beauty & Personal Care,100.85,2,2025-09-06
29740,West,Sports & Fitness,7050.93,3,2025-09-26
29741,Northeast,Stationery & Books,7973.06,1,2025-11-05
29742,East,Pharmacy,6116.06,1,2025-10-14
29743,East,Pet Supplies,7173.2,1,2025-10-16
29744,North,Toys & Games,7626.64,3,2025-11-18
29745,West,Toys & Games,371.21,4,2025-09-30
29746,East,Groceries,161.65,1,2025-09-25
29747,Central,Stationery & Books,5881.9,3,2025-10-07
